timestamp,age_group,current_stage,field,tech_interest,learning_source,biggest_barrier,education_gap,want_to_learn,learning_level,transferable_skills,desired_outcome,preferred_format,programme_length,learning_activities,engagement_drivers,boring_factors,launchpad_appeal,access_model,joining_hesitation,willingness_to_pay
22/06/2026 15:53:33,21-24,University student,AI / Computer Science / Data,Artificial intelligence / AI agents,"YouTube, Online courses",I do not know where to start,"Real industry exposure, Networking opportunities, Access to companies or labs","Beginner-friendly introductions to frontier technologies, How deep tech is used in the real world, Hands-on prototyping",Intermediate: I know some basics and want to apply them,"Problem-solving, Pitching ideas, Building prototypes",A completed prototype,Hybrid: online learning plus in-person sessions,4-week programme,"Hands-on workshops, Networking with peers, Meeting industry practitioners, Demo day or final presentation, Community chat or peer group","Learning from real industry practitioners, Meeting ambitious peers, Internship, job, or research opportunities","Too many lectures, Too much theory, No industry access",3,Paid by universities or schools,"The programme is too expensive, The time commitment is too high, I am worried the content will be too difficult",A moderate amount if there are strong outcomes
22/06/2026 15:54:45,18-20,University student,Finance / FinTech,Artificial intelligence / AI agents,ChatGPT / AI tools,I lack access to mentors or industry professionals,"Real industry exposure, Career guidance, Startup or research guidance",Career pathways in deep tech industries,Intermediate: I know some basics and want to apply them,"Problem-solving, Networking and follow-up, Pitching ideas",A completed prototype,Hybrid: online learning plus in-person sessions,4-week programme,"Hands-on workshops, Team project work",Learning from real industry practitioners,Too many lectures,4,"Low-cost for learners, partly funded by partners",I do not know if it will help my career,A moderate amount if there are strong outcomes
22/06/2026 15:54:51,21-24,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, Robotics, Cybersecurity",YouTube,I do not know which pathway suits me,"Hands-on projects, Mentorship","Hands-on prototyping, How to get internships or industry exposure",Intermediate: I know some basics and want to apply them,"Problem-solving, Networking and follow-up, Pitching ideas",A certificate or micro-credential,Fully in-person,Weekend programme,"Personalised learning roadmap, Community chat or peer group, Recorded sessions I can watch later","Internship, job, or research opportunities, Access to companies, labs, or founders",Too much theory,3,Paid by universities or schools,"The programme is too expensive, I do not know if it will help my career, I would only join if there are clear internship, job, research, or startup opportunities",A moderate amount if there are strong outcomes
22/06/2026 15:56:31,18-20,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, Robotics, Semiconductors / chips","YouTube, Google search, Teachers or lecturers","I am interested, but not motivated enough yet","Real industry exposure, Career guidance","Beginner-friendly introductions to frontier technologies, How to build a portfolio",Career-focused: I want to understand pathways and opportunities,"Problem-solving, Turning ideas into action",A career roadmap,Fully in-person,6-8 week programme,"Mentorship sessions, Short videos explaining concepts","Learning from real industry practitioners, Meeting ambitious peers","No clear career benefit, Too expensive, Not beginner-friendly",3,"Free for learners, funded by companies or sponsors","The programme is too expensive, I prefer fully in-person learning",A moderate amount if there are strong outcomes
22/06/2026 15:56:41,18-20,University student,Engineering / Robotics,"Semiconductors / chips, Aerospace / space technology","YouTube, ChatGPT / AI tools, Friends or peers",No problem,"Career guidance, Networking opportunities, Startup or research guidance","Career pathways in deep tech industries, How deep tech is used in the real world, Startup idea development",Career-focused: I want to understand pathways and opportunities,"Problem-solving, Working in teams, Turning ideas into action",A portfolio project,Hybrid: online learning plus in-person sessions,3-month programme,"Networking with peers, Meeting industry practitioners, Team project work","Getting mentor feedback, Clear career or research pathways, Fun and interactive sessions","Too much theory, Too technical too quickly, No clear career benefit",1,Paid by universities or schools,"I do not know if it will help my career, I am not sure what I want to learn yet, I would only join if there are clear internship, job, research, or startup opportunities","A higher amount if there is clear internship, research, or startup access"
22/06/2026 15:57:21,21-24,University student,AI / Computer Science / Data,Artificial intelligence / AI agents,YouTube,I lack hands-on project opportunities,"Real industry exposure, Hands-on projects",Hands-on prototyping,Career-focused: I want to understand pathways and opportunities,"Problem-solving, Networking and follow-up, Building prototypes",A portfolio project,Fully online,2-week sprint,Hands-on workshops,Building something practical,Too many lectures,5,I am not sure,The programme is too expensive,I am not sure
22/06/2026 15:59:10,18-20,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, Quantum technology, Cybersecurity, Aerospace / space technology, Advanced materials","YouTube, Google search, ChatGPT / AI tools",I lack money,"Updated knowledge about new technologies, Networking opportunities, Startup or research guidance","Beginner-friendly introductions to frontier technologies, Hands-on prototyping, Research opportunities",Beginner: explain the basics clearly,"Networking and follow-up, Pitching ideas, Turning ideas into action",A research proposal,Mostly in-person with some online support,Ongoing community or membership,"Lab visits, Hands-on workshops, Hackathon-style challenge, Personalised learning roadmap, Community chat or peer group","Learning from real industry practitioners, Building something practical, Internship, job, or research opportunities","Too much theory, Too technical too quickly, Too much time commitment",3,"Free for learners, funded by companies or sponsors","The programme is too expensive, The time commitment is too high, I do not have enough background knowledge in deep tech",Nothing / I would only join if it is free
22/06/2026 16:01:33,18-20,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, Biotech / health tech","YouTube, ChatGPT / AI tools, Online courses",I do not know where to start,Real industry exposure,"How deep tech is used in the real world, Hands-on prototyping",Intermediate: I know some basics and want to apply them,"Problem-solving, Public speaking, Building prototypes",A portfolio project,Fully online,2-week sprint,"Lab visits, Team project work",Getting mentor feedback,"Too much theory, Too technical too quickly, Too expensive",3,"Free for learners, funded by companies or sponsors","The programme is too expensive, The time commitment is too high",A small amount if the programme is useful
22/06/2026 16:03:16,21-24,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, Cybersecurity","YouTube, Google search, Online courses",I lack time,"Real industry exposure, Career guidance, Mentorship","Beginner-friendly introductions to frontier technologies, How deep tech is used in the real world, Hands-on prototyping",Beginner: explain the basics clearly,"Problem-solving, Building prototypes, Using AI tools",A completed prototype,Hybrid: online learning plus in-person sessions,2-week sprint,"Hands-on workshops, Meeting industry practitioners, Short videos explaining concepts","Building something practical, Getting mentor feedback, Internship, job, or research opportunities","Too much theory, Too technical too quickly, Too much time commitment",4,Paid by universities or schools,"The time commitment is too high, I am worried the content will be too difficult",A small amount if the programme is useful
22/06/2026 16:04:06,21-24,University student,Psychology,I am not sure yet,"Google search, Social media, Friends or peers",I do not know which pathway suits me,"Updated knowledge about new technologies, Career guidance, Networking opportunities",How to use AI tools effectively,Beginner: explain the basics clearly,"Pitching ideas, Using AI tools, Turning ideas into action",I am not sure,Fully online,Weekend programme,"Meeting industry practitioners, Short videos explaining concepts, AI tutor or chatbot support, Personalised learning roadmap, Online project feedback","Getting mentor feedback, Internship, job, or research opportunities, Fun and interactive sessions","Too many lectures, Too technical too quickly, Too expensive",3,Paid by universities or schools,"The programme is too expensive, The time commitment is too high, The location is inconvenient",Nothing / I would only join if it is free
22/06/2026 16:08:57,18-20,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, Cybersecurity","YouTube, Google search, ChatGPT / AI tools",I lack access to mentors or industry professionals,"Real industry exposure, Hands-on projects, Startup or research guidance","Hands-on prototyping, How to get internships or industry exposure, How to use AI tools effectively",Project-focused: I want to build something practical,"Problem-solving, Understanding business models, Turning ideas into action",Internship or job opportunity,Hybrid: online learning plus in-person sessions,3-month programme,"Hands-on workshops, Mentorship sessions, Team project work, Short videos explaining concepts, Recorded sessions I can watch later","Working on real company challenges, Internship, job, or research opportunities, Fun and interactive sessions","Too many lectures, Too much theory, No real-world projects",5,Paid by companies looking for young talent,"The programme is too expensive, The location is inconvenient, I am worried the content will be too basic",Nothing / I would only join if it is free
22/06/2026 16:20:41,18-20,University student,Science / Research,Food technology,"YouTube, Online courses, University or school resources",I do not know what skills I need,"Updated knowledge about new technologies, Startup or research guidance","Career pathways in deep tech industries, Real case studies from startups and companies, How deep tech is used in the real world",Intermediate: I know some basics and want to apply them,"Problem-solving, Networking and follow-up, Pitching ideas",Internship or job opportunity,Mostly online with occasional in-person events,4-week programme,"Company visits, Lab visits, Hands-on workshops, Networking with peers, Mentorship sessions","Working on real company challenges, Getting mentor feedback, Internship, job, or research opportunities","Too much theory, Too expensive, Too much time commitment",4,Paid by universities or schools,"The programme is too expensive, The time commitment is too high, The location is inconvenient",A small amount if the programme is useful
22/06/2026 16:22:30,21-24,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, Quantum technology, FinTech","ChatGPT / AI tools, University or school resources",I do not know what skills I need,Real industry exposure,"Career pathways in deep tech industries, Real case studies from startups and companies, How deep tech is used in the real world",Project-focused: I want to build something practical,"Public speaking, Understanding business models, Turning ideas into action",Internship or job opportunity,Hybrid: online learning plus in-person sessions,Ongoing community or membership,"Hackathon-style challenge, AI tutor or chatbot support, Recorded sessions I can watch later",Working on real company challenges,"Too much theory, Not beginner-friendly",4,Paid by universities or schools,"The programme is too expensive, I would only join if there are clear internship, job, research, or startup opportunities",A moderate amount if there are strong outcomes
22/06/2026 16:23:35,25-30,University student,Engineering/Hydrology/Climate Extremes,"Artificial intelligence / AI agents, Climate tech","YouTube, ChatGPT / AI tools, Online courses","I am interested, but not motivated enough yet","Real industry exposure, Hands-on projects","Beginner-friendly introductions to frontier technologies, Real case studies from startups and companies, Research opportunities",I am not sure yet,"Problem-solving, Using AI tools, Turning ideas into action",Internship or job opportunity,Hybrid: online learning plus in-person sessions,6-8 week programme,"Company visits, Lab visits, Hands-on workshops, Networking with peers, Team project work","Clear career or research pathways, Internship, job, or research opportunities, Recognition, certificate, or portfolio evidence","Too much time commitment, Not beginner-friendly, No certificate, portfolio, or visible outcome",3,"Free for learners, funded by companies or sponsors",I do not about this Reactor Frontier Launchpad,A small to moderate
22/06/2026 16:26:17,21-24,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, Robotics, Biotech / health tech, Aerospace / space technology, FinTech","YouTube, Google search, ChatGPT / AI tools",I do not know where to start,"Real industry exposure, Mentorship, Confidence to take action","Research opportunities, Startup idea development, How to pitch and communicate ideas",Advanced: I want technical or specialised content,"Problem-solving, Working in teams, Turning ideas into action",Internship or job opportunity,Hybrid: online learning plus in-person sessions,Ongoing community or membership,"Lab visits, Networking with peers, Meeting industry practitioners, Team project work, Community chat or peer group","Working on real company challenges, Building something practical, Meeting ambitious peers","Too much theory, No clear career benefit, No real-world projects",4,"Low-cost for learners, partly funded by partners","The programme is too expensive, The time commitment is too high, I am worried the content will be too basic",A small amount if the programme is useful
22/06/2026 16:27:30,21-24,University student,Engineering / Robotics,Aerospace / space technology,"YouTube, Google search",I do not know where to start,Real industry exposure,Hands-on prototyping,Beginner: explain the basics clearly,"Problem-solving, Pitching ideas, Building prototypes",Internship or job opportunity,Hybrid: online learning plus in-person sessions,Ongoing community or membership,"Lab visits, Hands-on workshops, Mentorship sessions, Short videos explaining concepts, Personalised learning roadmap","Learning from real industry practitioners, Working on real company challenges","Too many lectures, Too much theory, No real-world projects",5,"Low-cost for learners, partly funded by partners","The programme is too expensive, I do not have enough background knowledge in deep tech, I am not sure what I want to learn yet",A small amount if the programme is useful
22/06/2026 16:31:09,18-20,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, Quantum technology, Advanced materials, FinTech","YouTube, ChatGPT / AI tools, University or school resources","I am interested, but not motivated enough yet","Mentorship, Networking opportunities, Confidence to take action","Beginner-friendly introductions to frontier technologies, Hands-on prototyping, How to get internships or industry exposure",Intermediate: I know some basics and want to apply them,"Problem-solving, Pitching ideas, Turning ideas into action",A portfolio project,Mostly in-person with some online support,6-8 week programme,"Hands-on workshops, Meeting industry practitioners, Short videos explaining concepts","Learning from real industry practitioners, Getting mentor feedback, Fun and interactive sessions","No real-world projects, Not beginner-friendly, No certificate, portfolio, or visible outcome",5,I would only join if scholarship or sponsorship is available,"The programme is too expensive, I am not confident enough to join, I am worried the content will be too difficult",I would only join with a scholarship or sponsorship
22/06/2026 16:33:46,18-20,University student,AI / Computer Science / Data,Artificial intelligence / AI agents,ChatGPT / AI tools,I lack time,Real industry exposure,Hands-on prototyping,Advanced: I want technical or specialised content,"Public speaking, Working in teams, Building prototypes",A career roadmap,Self-paced learning with live check-ins,4-week programme,Demo day or final presentation,Fun and interactive sessions,Too technical too quickly,5,"A mix of learners, companies, universities, and sponsors",I do not know if the certificate or outcome will be valuable,"A higher amount if there is clear internship, research, or startup access"
22/06/2026 16:35:23,21-24,Recent graduate,Engineering / Robotics,"Artificial intelligence / AI agents, Cybersecurity","YouTube, Google search, ChatGPT / AI tools",I lack money,"Updated knowledge about new technologies, Career guidance","Beginner-friendly introductions to frontier technologies, Hands-on prototyping, How to use AI tools effectively",Advanced: I want technical or specialised content,"Problem-solving, Working in teams, Using AI tools",Internship or job opportunity,Fully online,6-8 week programme,Hands-on workshops,"Meeting ambitious peers, Internship, job, or research opportunities","Too much theory, No real-world projects",5,"Free for learners, funded by companies or sponsors","I am worried the content will be too basic, I prefer fully online learning, I would only join if there are clear internship, job, research, or startup opportunities","A higher amount if there is clear internship, research, or startup access"
22/06/2026 16:43:55,21-24,University student,accountancy,"Biotech / health tech, Climate tech, Cybersecurity","YouTube, Google search",I do not have peers with similar interests,Mentorship,"Beginner-friendly introductions to frontier technologies, Career pathways in deep tech industries, How to pitch and communicate ideas",Career-focused: I want to understand pathways and opportunities,"Problem-solving, Public speaking, Working in teams",Internship or job opportunity,Mostly online with occasional in-person events,Ongoing community or membership,"Hands-on workshops, Meeting industry practitioners, Mentorship sessions, Short videos explaining concepts, Personalised learning roadmap","Learning from real industry practitioners, Working on real company challenges, Access to companies, labs, or founders","No clear career benefit, No industry access, Not beginner-friendly",5,Paid by companies looking for young talent,Nothing major would stop me,I am not sure
22/06/2026 16:45:25,18-20,University student,Business / Entrepreneurship,Artificial intelligence / AI agents,"YouTube, ChatGPT / AI tools, Online courses",I lack time,Mentorship,"Beginner-friendly introductions to frontier technologies, How to use AI tools effectively",Beginner: explain the basics clearly,"Problem-solving, Pitching ideas, Working in teams",Internship or job opportunity,I am not sure,4-week programme,"Short videos explaining concepts, AI tutor or chatbot support, Personalised learning roadmap, Online project feedback, Recorded sessions I can watch later","Building something practical, Internship, job, or research opportunities, Recognition, certificate, or portfolio evidence","Too technical too quickly, No clear career benefit, Not beginner-friendly",4,Paid by universities or schools,"The time commitment is too high, I am worried the content will be too difficult, I do not know if the certificate or outcome will be valuable",I am not sure
22/06/2026 16:50:53,21-24,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, Aerospace / space technology","YouTube, Online courses, I usually do not know where to start",I lack access to mentors or industry professionals,"Career guidance, Mentorship, Networking opportunities","Career pathways in deep tech industries, Hands-on prototyping, Research opportunities",Intermediate: I know some basics and want to apply them,"Public speaking, Using AI tools, Understanding business models",Mentor feedback,Mostly online with occasional in-person events,Ongoing community or membership,"Networking with peers, Mentorship sessions, AI tutor or chatbot support, Personalised learning roadmap, Community chat or peer group","Learning from real industry practitioners, Getting mentor feedback, Fun and interactive sessions","Too much theory, Too expensive, Too much time commitment",5,Paid by universities or schools,The programme is too expensive,A small amount if the programme is useful
22/06/2026 16:50:56,21-24,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, FinTech","YouTube, Google search, ChatGPT / AI tools",I lack access to mentors or industry professionals,"Updated knowledge about new technologies, Real industry exposure, Startup or research guidance","Beginner-friendly introductions to frontier technologies, How deep tech is used in the real world, Hands-on prototyping",Intermediate: I know some basics and want to apply them,"Problem-solving, Pitching ideas, Using AI tools",Internship or job opportunity,Fully in-person,Weekend programme,"Company visits, Hands-on workshops, Meeting industry practitioners, Team project work, Hackathon-style challenge","Learning from real industry practitioners, Internship, job, or research opportunities, Fun and interactive sessions","Too many lectures, Too technical too quickly, Not beginner-friendly",4,"Low-cost for learners, partly funded by partners","The programme is too expensive, The time commitment is too high, I am worried the content will be too basic","A higher amount if there is clear internship, research, or startup access"
22/06/2026 17:12:40,25-30,Early-career professional,AI / Computer Science / Data,"Artificial intelligence / AI agents, FinTech","YouTube, ChatGPT / AI tools, Friends or peers",I do not know which pathway suits me,"Updated knowledge about new technologies, Startup or research guidance","Beginner-friendly introductions to frontier technologies, Real case studies from startups and companies, How deep tech is used in the real world",Career-focused: I want to understand pathways and opportunities,"Networking and follow-up, Understanding business models, Turning ideas into action",A career roadmap,Fully online,3-month programme,"Hands-on workshops, Short videos explaining concepts, Personalised learning roadmap, Recorded sessions I can watch later","Learning from real industry practitioners, Working on real company challenges, Getting mentor feedback","Too many lectures, Too technical too quickly, No real-world projects",4,"Free for learners, funded by companies or sponsors","The programme is too expensive, The time commitment is too high, I prefer fully online learning",A small amount if the programme is useful
22/06/2026 17:23:08,21-24,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, Robotics, Semiconductors / chips, Biotech / health tech, Climate tech, Quantum technology, Cybersecurity, Aerospace / space technology, Advanced materials, FinTech","YouTube, Google search, ChatGPT / AI tools","I am interested, but not motivated enough yet","Startup or research guidance, Confidence to take action, Access to companies or labs","Beginner-friendly introductions to frontier technologies, How deep tech is used in the real world, Hands-on prototyping",Beginner: explain the basics clearly,"Problem-solving, Networking and follow-up, Public speaking",A completed prototype,Hybrid: online learning plus in-person sessions,Ongoing community or membership,"Hands-on workshops, Mentorship sessions, Short videos explaining concepts, AI tutor or chatbot support, Recorded sessions I can watch later","Building something practical, Getting mentor feedback, Fun and interactive sessions","Too much theory, Too technical too quickly, Too expensive",4,"A mix of learners, companies, universities, and sponsors","The programme is too expensive, The time commitment is too high, The location is inconvenient",Nothing / I would only join if it is free
22/06/2026 17:23:45,21-24,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, Robotics, Semiconductors / chips, Quantum technology, Cybersecurity, Aerospace / space technology, FinTech","Google search, ChatGPT / AI tools, Online courses",No problem,"Networking opportunities, Access to companies or labs","Real case studies from startups and companies, Research opportunities, Startup idea development",Advanced: I want technical or specialised content,"Problem-solving, Networking and follow-up, Pitching ideas",A startup or venture concept,Hybrid: online learning plus in-person sessions,Ongoing community or membership,"Hands-on workshops, Meeting industry practitioners, Hackathon-style challenge","Learning from real industry practitioners, Working on real company challenges, Building something practical","No clear career benefit, No real-world projects, No certificate, portfolio, or visible outcome",4,Paid by companies looking for young talent,"The time commitment is too high, The location is inconvenient, I am worried the content will be too basic","A higher amount if there is clear internship, research, or startup access"
22/06/2026 17:52:20,18-20,University student,Business / Entrepreneurship,"Semiconductors / chips, Biotech / health tech","YouTube, Google search, ChatGPT / AI tools",I do not know where to start,"Updated knowledge about new technologies, Startup or research guidance","Beginner-friendly introductions to frontier technologies, Hands-on prototyping, Startup idea development",Beginner: explain the basics clearly,"Problem-solving, Networking and follow-up, Pitching ideas",A startup or venture concept,Mostly in-person with some online support,2-week sprint,"Company visits, Hands-on workshops, Networking with peers, Mentorship sessions, Team project work","Working on real company challenges, Building something practical, Meeting ambitious peers","Too many lectures, Too much theory, Too much time commitment",4,"Low-cost for learners, partly funded by partners","The programme is too expensive, The time commitment is too high, The location is inconvenient",A moderate amount if there are strong outcomes
22/06/2026 17:56:33,18-20,University student,Business / Entrepreneurship,FinTech,"YouTube, University or school resources, Social media","I am interested, but not motivated enough yet","Real industry exposure, Hands-on projects, Access to companies or labs","Real case studies from startups and companies, How deep tech is used in the real world, Hands-on prototyping",Beginner: explain the basics clearly,"Problem-solving, Public speaking, Understanding business models",A completed prototype,Hybrid: online learning plus in-person sessions,6-8 week programme,"Company visits, Hands-on workshops, Short videos explaining concepts, Personalised learning roadmap","Learning from real industry practitioners, Working on real company challenges, Building something practical","No clear career benefit, No industry access, Too expensive",4,Paid by companies looking for young talent,"The location is inconvenient, I do not know if it will help my career, I do not know if the certificate or outcome will be valuable",I am not sure
22/06/2026 17:57:10,18-20,University student,Mass communication,"Biotech / health tech, Climate tech, Quantum technology, Cybersecurity, Aerospace / space technology, FinTech","YouTube, Google search, Social media",I lack hands-on project opportunities,"Real industry exposure, Networking opportunities, Startup or research guidance","Career pathways in deep tech industries, Real case studies from startups and companies, Research opportunities",Intermediate: I know some basics and want to apply them,"Pitching ideas, Public speaking, Working in teams",Internship or job opportunity,Hybrid: online learning plus in-person sessions,Ongoing community or membership,"Company visits, Hands-on workshops, Community chat or peer group","Learning from real industry practitioners, Working on real company challenges, Building something practical","Too technical too quickly, Too expensive, No certificate, portfolio, or visible outcome",3,Paid by universities or schools,"I am worried the content will be too difficult, I do not know if it will help my career, I do not have enough background knowledge in deep tech",A moderate amount if there are strong outcomes
22/06/2026 18:09:11,18-20,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, Robotics, Cybersecurity","YouTube, Google search, Friends or peers",I do not know which pathway suits me,"Real industry exposure, Hands-on projects","Beginner-friendly introductions to frontier technologies, Hands-on prototyping, How to use AI tools effectively",Intermediate: I know some basics and want to apply them,"Problem-solving, Public speaking, Building prototypes",A portfolio project,Hybrid: online learning plus in-person sessions,Weekend programme,"Company visits, Lab visits, Hands-on workshops, Networking with peers, Mentorship sessions","Working on real company challenges, Building something practical, Fun and interactive sessions","Too much theory, No real-world projects, Too much time commitment",4,"Free for learners, funded by companies or sponsors","The time commitment is too high, The location is inconvenient, I do not know if it will help my career",A moderate amount if there are strong outcomes
22/06/2026 18:14:36,21-24,University student,Psychology,I am not sure yet,"Google search, Social media","I am interested, but not motivated enough yet",Updated knowledge about new technologies,"How to build a portfolio, How to get internships or industry exposure, How to pitch and communicate ideas",I am not sure yet,"Problem-solving, Networking and follow-up, Public speaking",Internship or job opportunity,Mostly in-person with some online support,Weekend programme,"Lab visits, Hands-on workshops, Networking with peers, Meeting industry practitioners, Mentorship sessions","Fun and interactive sessions, Access to companies, labs, or founders, Recognition, certificate, or portfolio evidence","Too much theory, Too technical too quickly, Too expensive",2,Paid by companies looking for young talent,"The programme is too expensive, The location is inconvenient, I do not have enough background knowledge in deep tech",A small amount if the programme is useful
22/06/2026 18:19:24,21-24,University student,Climate / Sustainability,"Artificial intelligence / AI agents, Robotics, Biotech / health tech, Climate tech, Aerospace / space technology","YouTube, Google search, ChatGPT / AI tools",I do not know where to start,"Updated knowledge about new technologies, Mentorship, Networking opportunities","Real case studies from startups and companies, How to get internships or industry exposure, How to use AI tools effectively",Beginner: explain the basics clearly,"Networking and follow-up, Using AI tools, Understanding business models",Internship or job opportunity,Mostly online with occasional in-person events,4-week programme,"Company visits, Hands-on workshops, Meeting industry practitioners, Mentorship sessions, Personalised learning roadmap","Learning from real industry practitioners, Working on real company challenges, Fun and interactive sessions","Too much theory, No real-world projects, Not beginner-friendly",4,"Free for learners, funded by companies or sponsors","The programme is too expensive, The time commitment is too high, The location is inconvenient",A small amount if the programme is useful
22/06/2026 18:27:43,15-17,High school student,Design / Creative Technology,I am not sure yet,"Google search, Social media",I lack time,"Updated knowledge about new technologies, Real industry exposure, Networking opportunities","Startup idea development, How to build a portfolio, How to pitch and communicate ideas",Intermediate: I know some basics and want to apply them,"Problem-solving, Networking and follow-up, Pitching ideas",A portfolio project,Mostly online with occasional in-person events,4-week programme,"Hands-on workshops, Networking with peers, Short videos explaining concepts","Learning from real industry practitioners, Building something practical, Getting mentor feedback","Too many lectures, No clear career benefit, Not beginner-friendly",4,Paid by companies looking for young talent,"The programme is too expensive, The location is inconvenient, I do not know if it will help my career","A higher amount if there is clear internship, research, or startup access"
22/06/2026 18:50:56,21-24,Early-career professional,FnB business,"Artificial intelligence / AI agents, Robotics, Semiconductors / chips, Quantum technology, Cybersecurity",I usually do not know where to start,"I am interested, but not motivated enough yet","Hands-on projects, Career guidance, Mentorship","Beginner-friendly introductions to frontier technologies, Career pathways in deep tech industries, Hands-on prototyping",Intermediate: I know some basics and want to apply them,"Problem-solving, Building prototypes, Turning ideas into action",A completed prototype,Hybrid: online learning plus in-person sessions,Ongoing community or membership,"Company visits, Lab visits, Hands-on workshops, Hackathon-style challenge, Personalised learning roadmap","Learning from real industry practitioners, Meeting ambitious peers, Clear career or research pathways","No clear career benefit, Too expensive, Not beginner-friendly",5,I am not sure,"I am not confident enough to join, Not sure of the scheduling",A small amount if the programme is useful
22/06/2026 19:15:11,18-20,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, Biotech / health tech, Cybersecurity","YouTube, ChatGPT / AI tools, Online courses",I lack hands-on project opportunities,"Real industry exposure, Career guidance","How deep tech is used in the real world, Research opportunities, How to pitch and communicate ideas",Advanced: I want technical or specialised content,"Problem-solving, Networking and follow-up, Building prototypes",Internship or job opportunity,Hybrid: online learning plus in-person sessions,4-week programme,"Lab visits, Meeting industry practitioners, Hackathon-style challenge","Getting mentor feedback, Meeting ambitious peers, Fun and interactive sessions","Too much theory, No clear career benefit, Too much time commitment",5,I am not sure,"The programme is too expensive, I am worried the content will be too basic, I am not sure what I want to learn yet",Nothing / I would only join if it is free
22/06/2026 19:16:20,21-24,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, Quantum technology","YouTube, Google search, Industry professionals or mentors",I lack hands-on project opportunities,"Real industry exposure, Hands-on projects, Access to companies or labs","Real case studies from startups and companies, Hands-on prototyping, Research opportunities",Project-focused: I want to build something practical,"Problem-solving, Building prototypes, Turning ideas into action",A portfolio project,Fully in-person,4-week programme,"Company visits, Lab visits, Hands-on workshops, Networking with peers, Mentorship sessions","Working on real company challenges, Building something practical, Internship, job, or research opportunities","Too much theory, No clear career benefit, No real-world projects",4,"Free for learners, funded by companies or sponsors","The programme is too expensive, The time commitment is too high, The location is inconvenient",A small amount if the programme is useful
22/06/2026 19:25:20,21-24,Recent graduate,Science / Research,Biotech / health tech,"YouTube, Google search, ChatGPT / AI tools",I do not know which pathway suits me,"Real industry exposure, Hands-on projects, Mentorship","Beginner-friendly introductions to frontier technologies, Research opportunities, How to get internships or industry exposure",Intermediate: I know some basics and want to apply them,"Problem-solving, Pitching ideas, Public speaking",Internship or job opportunity,Fully in-person,6-8 week programme,"Lab visits, Hands-on workshops, Networking with peers, Mentorship sessions, Team project work","Working on real company challenges, Clear career or research pathways, Internship, job, or research opportunities","Too many lectures, Too much theory, No clear career benefit",4,Paid by universities or schools,"The programme is too expensive, I do not know if it will help my career, I would only join if there are clear internship, job, research, or startup opportunities","A higher amount if there is clear internship, research, or startup access"
22/06/2026 19:25:44,18-20,University student,Biotechnology / Health / Medicine,Biotech / health tech,"YouTube, Google search, ChatGPT / AI tools","I am interested, but not motivated enough yet","Updated knowledge about new technologies, Hands-on projects, Access to companies or labs","Beginner-friendly introductions to frontier technologies, Research opportunities, How to get internships or industry exposure",Beginner: explain the basics clearly,"Problem-solving, Networking and follow-up, Understanding business models",Internship or job opportunity,Hybrid: online learning plus in-person sessions,4-week programme,"Lab visits, Hands-on workshops, Networking with peers, Team project work, Community chat or peer group","Building something practical, Internship, job, or research opportunities, Fun and interactive sessions","Too much theory, No clear career benefit, No real-world projects",4,"A mix of learners, companies, universities, and sponsors","The programme is too expensive, The location is inconvenient, I do not know if the certificate or outcome will be valuable",A small amount if the programme is useful
22/06/2026 19:53:55,18-20,University student,Biotechnology / Health / Medicine,"Artificial intelligence / AI agents, Cybersecurity","YouTube, Google search, ChatGPT / AI tools","I am interested, but not motivated enough yet","Career guidance, Networking opportunities","Beginner-friendly introductions to frontier technologies, Hands-on prototyping, How to get internships or industry exposure",Intermediate: I know some basics and want to apply them,"Networking and follow-up, Public speaking, Building prototypes",Internship or job opportunity,Mostly in-person with some online support,4-week programme,"Hands-on workshops, Mentorship sessions, Team project work, Hackathon-style challenge, Online project feedback","Working on real company challenges, Building something practical, Access to companies, labs, or founders","Too many lectures, Too much theory",4,"Free for learners, funded by companies or sponsors","The programme is too expensive, The location is inconvenient, I am worried the content will be too difficult",A small amount if the programme is useful
